,城市,日期,最高气温,最低气温,天气,风向,风力,空气质量指数,空气质量
0,武汉,2020-09-01,33,23,晴,北风,3级,53,良
1,武汉,2020-09-02,33,21,晴,北风,3级,57,良
2,武汉,2020-09-03,33,20,晴~多云,西北风,2级,58,良
3,武汉,2020-09-04,33,21,多云~晴,西南风,2级,58,良
4,武汉,2020-09-05,32,22,多云~晴,东南风,2级,64,良
5,武汉,2020-09-06,32,21,阴~晴,东南风,1级,68,良
6,武汉,2020-09-07,33,21,晴,西南风,2级,56,良
7,武汉,2020-09-08,33,22,多云~晴,西南风,1级,61,良
8,武汉,2020-09-09,32,21,小雨,东风,2级,76,良
9,武汉,2020-09-10,21,20,大雨~晴,东北风,3级,40,优
10,武汉,2020-09-11,29,21,多云,东北风,3级,37,优
11,武汉,2020-09-12,30,20,多云~晴,东北风,3级,49,优
12,武汉,2020-09-13,29,20,小雨,东北风,2级,53,良
13,武汉,2020-09-14,24,20,小雨~中雨,西北风,1级,46,优
14,武汉,2020-09-15,24,19,中雨~小雨,西南风,1级,27,优
15,武汉,2020-09-16,25,19,中雨,北风,2级,26,优
16,武汉,2020-09-17,22,16,小雨,北风,3级,30,优
17,武汉,2020-09-18,26,16,晴,东南风,1级,43,优
18,武汉,2020-09-19,20,17,小雨,东南风,2级,43,优
19,武汉,2020-09-20,19,16,中雨~小雨,东北风,3级,32,优
20,武汉,2020-09-21,18,16,中雨,东北风,3级,23,优
21,武汉,2020-09-22,18,16,小雨,东北风,2级,24,优
22,武汉,2020-09-23,21,15,小雨~晴,东北风,2级,38,优
23,武汉,2020-09-24,26,17,小雨~多云,西南风,1级,65,良
24,武汉,2020-09-25,24,17,阴~小雨,西南风,2级,68,良
25,武汉,2020-09-26,26,17,阴~晴,西南风,2级,58,良
26,武汉,2020-09-27,26,18,多云~晴,东南风,2级,58,良
27,武汉,2020-09-28,27,19,雾~小雨,东南风,1级,66,良
28,武汉,2020-09-29,21,17,小雨~晴,北风,2级,51,良
29,武汉,2020-09-30,27,18,晴~多云,东北风,2级,54,良
