,城市,日期,最高气温,最低气温,天气,风向,风力,空气质量指数,空气质量
0,武汉,2019-09-01,28,20,阵雨~晴,东南风,2级,47,优
1,武汉,2019-09-02,29,20,阵雨~晴,东南风,2级,57,良
2,武汉,2019-09-03,31,20,多云~晴,东北风,2级,44,优
3,武汉,2019-09-04,32,21,晴~多云,东北风,2级,51,良
4,武汉,2019-09-05,32,21,多云,东北风,2级,56,良
5,武汉,2019-09-06,33,20,晴,东北风,3级,50,优
6,武汉,2019-09-07,33,21,晴,东北风,2级,57,良
7,武汉,2019-09-08,34,22,晴,东南风,2级,78,良
8,武汉,2019-09-09,35,22,晴,东南风,3级,82,良
9,武汉,2019-09-10,35,23,晴,东北风,3级,78,良
10,武汉,2019-09-11,36,25,晴,东南风,3级,75,良
11,武汉,2019-09-12,37,25,晴,东南风,2级,83,良
12,武汉,2019-09-13,37,25,晴,东北风,3级,78,良
13,武汉,2019-09-14,33,24,多云,东北风,4级,49,优
14,武汉,2019-09-15,33,21,多云,东北风,3级,54,良
15,武汉,2019-09-16,31,21,多云,东北风,3级,49,优
16,武汉,2019-09-17,27,21,多云,东北风,3级,47,优
17,武汉,2019-09-18,25,20,多云,东北风,3级,49,优
18,武汉,2019-09-19,28,17,晴,东北风,2级,66,良
19,武汉,2019-09-20,27,17,多云~晴,东北风,3级,44,优
20,武汉,2019-09-21,27,16,晴,东北风,4级,44,优
21,武汉,2019-09-22,30,16,晴,东北风,3级,47,优
22,武汉,2019-09-23,30,14,晴~多云,东北风,3级,49,优
23,武汉,2019-09-24,30,18,多云,东北风,2级,56,良
24,武汉,2019-09-25,30,18,多云,东南风,1级,67,良
25,武汉,2019-09-26,30,15,多云~晴,东北风,2级,76,良
26,武汉,2019-09-27,32,15,晴,东北风,2级,65,良
27,武汉,2019-09-28,32,16,晴,东北风,2级,69,良
28,武汉,2019-09-29,33,16,晴,东南风,2级,88,良
29,武汉,2019-09-30,33,17,晴,东南风,2级,73,良
