,城市,日期,最高气温,最低气温,天气,风向,风力,空气质量指数,空气质量
0,武汉,2020-12-01,7,4,阴,东北风,2级,84,良
1,武汉,2020-12-02,8,2,阴~多云,北风,3级,62,良
2,武汉,2020-12-03,6,3,阴,东北风,3级,102,轻度污染
3,武汉,2020-12-04,9,0,阴~多云,东北风,2级,86,良
4,武汉,2020-12-05,11,0,晴,东北风,1级,73,良
5,武汉,2020-12-06,8,5,小雨,东北风,2级,94,良
6,武汉,2020-12-07,8,6,阴~小雨,北风,3级,55,良
7,武汉,2020-12-08,8,5,雾~阴,东北风,2级,84,良
8,武汉,2020-12-09,9,5,阴~多云,东北风,1级,90,良
9,武汉,2020-12-10,9,4,多云~晴,北风,2级,79,良
10,武汉,2020-12-11,10,2,雾~多云,北风,1级,119,轻度污染
11,武汉,2020-12-12,14,4,雾~多云,北风,1级,111,轻度污染
12,武汉,2020-12-13,10,0,雾~小雪,东北风,4级,88,良
13,武汉,2020-12-14,3,-3,阴,东北风,3级,40,优
14,武汉,2020-12-15,5,-2,多云~晴,东北风,2级,51,良
15,武汉,2020-12-16,5,1,阴~多云,东北风,2级,68,良
16,武汉,2020-12-17,6,2,阴~晴,东北风,2级,75,良
17,武汉,2020-12-18,8,1,多云,北风,3级,90,良
18,武汉,2020-12-19,7,-2,晴,东北风,3级,157,中度污染
19,武汉,2020-12-20,10,-2,多云~晴,北风,2级,129,轻度污染
20,武汉,2020-12-21,11,-1,晴,东北风,1级,118,轻度污染
21,武汉,2020-12-22,12,1,多云,东南风,1级,125,轻度污染
22,武汉,2020-12-23,12,-1,多云~晴,北风,1级,120,轻度污染
23,武汉,2020-12-24,14,0,雾~晴,北风,3级,130,轻度污染
24,武汉,2020-12-25,13,4,多云,东北风,2级,132,轻度污染
25,武汉,2020-12-26,10,4,阴~多云,东北风,1级,224,重度污染
26,武汉,2020-12-27,15,4,雾~晴,西南风,1级,225,重度污染
27,武汉,2020-12-28,17,3,雾~小雨,东北风,2级,185,中度污染
28,武汉,2020-12-29,4,-5,雨夹雪~晴,北风,5级,80,良
29,武汉,2020-12-30,3,-5,阴~晴,北风,3级,46,优
30,武汉,2020-12-31,4,-6,晴,北风,2级,33,优
