,城市,日期,最高气温,最低气温,天气,风向,风力,空气质量指数,空气质量
0,武汉,2018-12-01,17,10,多云~小雨,东北风,2级,216,重度污染
1,武汉,2018-12-02,15,11,小雨,东北风,2级,155,中度污染
2,武汉,2018-12-03,12,6,中雨~小雨,东北风,3级,75,良
3,武汉,2018-12-04,10,6,小雨~多云,东北风,3级,89,良
4,武汉,2018-12-05,10,4,小雨,东北风,3级,65,良
5,武汉,2018-12-06,6,2,小雨,东北风,4级,21,优
6,武汉,2018-12-07,4,0,雨夹雪~小雪,东北风,4级,59,良
7,武汉,2018-12-08,2,0,小雪,东北风,2级,36,优
8,武汉,2018-12-09,3,1,多云~小雨,东北风,2级,53,良
9,武汉,2018-12-10,3,0,小雨~多云,东北风,2级,81,良
10,武汉,2018-12-11,5,-4,多云~晴,东北风,3级,120,轻度污染
11,武汉,2018-12-12,5,-2,多云,东北风,2级,172,中度污染
12,武汉,2018-12-13,8,-2,晴,东北风,1级,144,轻度污染
13,武汉,2018-12-14,9,0,晴~多云,东北风,2级,112,轻度污染
14,武汉,2018-12-15,7,1,阴~多云,西北风,2级,140,轻度污染
15,武汉,2018-12-16,13,0,晴,西南风,2级,175,中度污染
16,武汉,2018-12-17,15,0,晴,西南风,1级,133,轻度污染
17,武汉,2018-12-18,16,0,多云,东南风,2级,120,轻度污染
18,武汉,2018-12-19,11,5,小雨,东北风,2级,95,良
19,武汉,2018-12-20,15,6,晴~多云,东北风,2级,59,良
20,武汉,2018-12-21,13,7,小雨,东北风,2级,76,良
21,武汉,2018-12-22,12,4,小雨,东北风,3级,82,良
22,武汉,2018-12-23,12,3,晴~多云,东北风,3级,82,良
23,武汉,2018-12-24,10,6,多云~小雨,东北风,2级,82,良
24,武汉,2018-12-25,9,3,小雨,东北风,2级,87,良
25,武汉,2018-12-26,7,3,小雨,东北风,3级,87,良
26,武汉,2018-12-27,5,-1,小雨~雨夹雪,东北风,3级,36,优
27,武汉,2018-12-28,4,-2,阴~多云,东北风,4级,58,良
28,武汉,2018-12-29,2,-3,阴~中雪,东北风,3级,50,优
29,武汉,2018-12-30,0,-6,小雪~多云,东北风,2级,48,优
30,武汉,2018-12-31,2,-6,多云~晴,东北风,1级,67,良
