,城市,日期,最高气温,最低气温,天气,风向,风力,空气质量指数,空气质量
0,武汉,2020-01-01,6,4,阴~小雨,东南风,2级,66,良
1,武汉,2020-01-02,5,4,阴~小雨,东北风,2级,98,良
2,武汉,2020-01-03,6,5,小雨~多云,西北风,2级,110,轻度污染
3,武汉,2020-01-04,8,7,雾~小雨,东北风,1级,112,轻度污染
4,武汉,2020-01-05,9,7,小雨,东北风,2级,76,良
5,武汉,2020-01-06,7,3,小雨~中雨,东北风,3级,27,优
6,武汉,2020-01-07,7,-1,小雨~晴,西北风,3级,24,优
7,武汉,2020-01-08,5,2,多云~中雨,东北风,3级,45,优
8,武汉,2020-01-09,2,1,雨夹雪~小雨,东北风,3级,24,优
9,武汉,2020-01-10,2,2,小雨,西北风,2级,39,优
10,武汉,2020-01-11,5,-2,阴~多云,西北风,2级,47,优
11,武汉,2020-01-12,9,-2,雾~多云,东南风,1级,81,良
12,武汉,2020-01-13,10,0,阴~多云,东北风,2级,57,良
13,武汉,2020-01-14,10,1,阴~小雨,东北风,3级,139,轻度污染
14,武汉,2020-01-15,2,0,雨夹雪,东北风,3级,119,轻度污染
15,武汉,2020-01-16,3,-1,阴~多云,西北风,3级,80,良
16,武汉,2020-01-17,4,-2,多云,西北风,2级,54,良
17,武汉,2020-01-18,7,-2,多云,东北风,1级,73,良
18,武汉,2020-01-19,11,-1,雾~晴,西北风,2级,135,轻度污染
19,武汉,2020-01-20,12,4,雾~小雨,东南风,1级,120,轻度污染
20,武汉,2020-01-21,8,4,小雨~中雨,东南风,2级,110,轻度污染
21,武汉,2020-01-22,6,2,小雨~多云,东北风,2级,96,良
22,武汉,2020-01-23,8,6,阴~小雨,东北风,2级,97,良
23,武汉,2020-01-24,7,3,小雨,东北风,3级,38,优
24,武汉,2020-01-25,5,1,小雨~雨夹雪,东北风,3级,57,良
25,武汉,2020-01-26,4,0,雨夹雪~多云,东北风,3级,36,优
26,武汉,2020-01-27,5,-2,阴~多云,东北风,3级,60,良
27,武汉,2020-01-28,8,-2,雾~多云,西北风,2级,77,良
28,武汉,2020-01-29,12,-1,雾~晴,西南风,2级,74,良
29,武汉,2020-01-30,14,-1,雾~晴,西北风,2级,74,良
30,武汉,2020-01-31,14,1,多云~晴,东南风,2级,94,良
