,城市,日期,最高气温,最低气温,天气,风向,风力,空气质量指数,空气质量
0,武汉,2021-02-01,13,1,雾~多云,西南风,微风,74,良
1,武汉,2021-02-02,10,4,雾~晴,东风,2级,70,良
2,武汉,2021-02-03,13,4,雾~多云,西南风,2级,100,良
3,武汉,2021-02-04,13,7,雾~小雨,东北风,2级,96,良
4,武汉,2021-02-05,10,1,小雨~多云,西风,2级,70,良
5,武汉,2021-02-06,11,7,阴~晴,南风,2级,49,优
6,武汉,2021-02-07,10,7,小雨,东北风,2级,71,良
7,武汉,2021-02-08,13,3,阴~多云,东北风,2级,82,良
8,武汉,2021-02-09,14,6,阴~多云,东南风,2级,59,良
9,武汉,2021-02-10,12,7,雾~多云,东风,2级,73,良
10,武汉,2021-02-11,19,6,阴~晴,东北风,微风,69,良
11,武汉,2021-02-12,17,6,雾~晴,东南风,微风,107,轻度污染
12,武汉,2021-02-13,19,7,雾~晴,东南风,2级,77,良
13,武汉,2021-02-14,20,6,雾~多云,西风,2级,75,良
14,武汉,2021-02-15,17,6,阴~小雨,东北风,3级,108,轻度污染
15,武汉,2021-02-16,19,3,阴~晴,西北风,2级,73,良
16,武汉,2021-02-17,18,4,雾~晴,东北风,2级,62,良
17,武汉,2021-02-18,18,4,晴,东南风,2级,70,良
18,武汉,2021-02-19,21,7,晴,西南风,3级,61,良
19,武汉,2021-02-20,23,11,晴,西南风,3级,47,优
20,武汉,2021-02-21,26,10,晴,西南风,3级,51,良
21,武汉,2021-02-22,28,11,晴,东北风,2级,84,良
22,武汉,2021-02-23,20,11,多云~小雨,东风,3级,94,良
23,武汉,2021-02-24,15,7,多云~中雨,东北风,3级,56,良
24,武汉,2021-02-25,6,4,小雨,北风,4级,34,优
25,武汉,2021-02-26,8,5,阴~小雨,东北风,3级,27,优
26,武汉,2021-02-27,11,8,阴~小雨,东北风,2级,71,良
27,武汉,2021-02-28,11,6,中雨~小雨,东南风,2级,50,优
